spkitemid,WORDS,TYPES,%FUNC,%QUESTION,%EXCLAIM,SD_WLEN,AVG_WFREQ,SD_WFREQ,%CC,%CD,%DT,%IN,%JJ,%MD,%NN,%PRP,%RB,%VB,%REPEATED,LM,score2,IS_NATIVE,average_score
4715.0,565.0,232.0,0.5118110236220472,0.0017699115044247,0.0,2.36832131327058,7.7944099146604575,1.3647010816983596,0.0300884955752212,0.0017699115044247,0.1150442477876106,0.1132743362831858,0.0619469026548672,0.031858407079646,0.1946902654867257,0.0336283185840708,0.0566371681415929,0.2070796460176991,0.0217391304347826,-2.247976514793516,4,0,4.0
3168.0,353.0,164.0,0.5344262295081967,0.0028328611898017,0.0,2.209154927375399,7.964835238158991,1.2333407385604729,0.0169971671388102,0.0084985835694051,0.0708215297450425,0.1104815864022662,0.0849858356940509,0.0339943342776204,0.178470254957507,0.0679886685552408,0.0679886685552408,0.1586402266288951,0.0083333333333333,-1.9456562680594256,4,0,4.0
3242.0,435.0,170.0,0.5803108808290155,0.0068965517241379,0.0,2.2038091293292297,7.830964220112108,1.3982822469505976,0.0482758620689655,0.0022988505747126,0.0850574712643678,0.0712643678160919,0.0528735632183908,0.0183908045977011,0.1747126436781609,0.1034482758620689,0.057471264367816,0.1977011494252873,0.0236220472440944,-2.1498960146255817,4,0,4.0
3186.0,327.0,97.0,0.5416666666666666,0.0,0.0,1.636006823567283,7.961410412519269,1.5985773712721796,0.0458715596330275,0.0305810397553516,0.1162079510703364,0.1131498470948012,0.0489296636085626,0.0336391437308868,0.1651376146788991,0.0795107033639143,0.0886850152905198,0.1773700305810397,0.1384615384615384,-2.153377212523236,3,0,2.5
3824.0,594.0,196.0,0.5758754863813229,0.0151515151515151,0.0,2.1895873751628927,7.845994781114526,1.247645258536965,0.0353535353535353,0.0151515151515151,0.0976430976430976,0.1026936026936027,0.0555555555555555,0.0202020202020202,0.1801346801346801,0.0774410774410774,0.0572390572390572,0.1902356902356902,0.0408163265306122,-2.160916460854363,4,0,4.0
4770.0,444.0,171.0,0.5481481481481482,0.0112612612612612,0.0,2.434092057772158,7.893878969486577,1.5120462447654808,0.0225225225225225,0.0135135135135135,0.0945945945945946,0.09009009009009,0.0608108108108108,0.0337837837837837,0.1779279279279279,0.0923423423423423,0.0698198198198198,0.1959459459459459,0.0588235294117647,-2.154669896447866,3,1,4.0
3655.0,302.0,139.0,0.5563380281690141,0.0,0.0,2.3067519250155155,7.915272833266081,1.449449351166906,0.0331125827814569,0.009933774834437,0.0529801324503311,0.1125827814569536,0.0397350993377483,0.0397350993377483,0.1556291390728476,0.1357615894039735,0.0562913907284768,0.2350993377483444,0.043010752688172,-2.379520350571376,3,0,3.0
4288.0,330.0,127.0,0.5919732441471572,0.003030303030303,0.0,2.281716046806375,7.960714857077111,1.5761608532755096,0.0212121212121212,0.009090909090909,0.0818181818181818,0.1212121212121212,0.0787878787878787,0.0393939393939393,0.1878787878787878,0.0909090909090909,0.0575757575757575,0.1787878787878788,0.0595238095238095,-2.07460952193806,3,0,3.0
3974.0,56.0,39.0,0.5510204081632653,0.0,0.0178571428571428,2.5207179847582872,8.031005134010103,2.124157862179005,0.0,0.0,0.0714285714285714,0.1428571428571428,0.0535714285714285,0.0357142857142857,0.2142857142857142,0.0714285714285714,0.0357142857142857,0.2321428571428571,0.0,-2.337599770434491,2,0,2.0
4546.0,466.0,220.0,0.4940047961630695,0.0042918454935622,0.0,2.479064269290288,7.855589032018202,0.9652812775649368,0.03862660944206,0.0021459227467811,0.075107296137339,0.0965665236051502,0.0793991416309012,0.0364806866952789,0.2103004291845493,0.0450643776824034,0.0665236051502145,0.184549356223176,0.0118343195266272,-2.171283194616735,5,1,5.0
3518.0,408.0,159.0,0.46524064171123,0.0,0.0,2.190921555974612,7.815376265200766,1.5662829297516672,0.0367647058823529,0.0122549019607843,0.0588235294117647,0.1200980392156862,0.0759803921568627,0.0245098039215686,0.1862745098039216,0.0784313725490196,0.0808823529411764,0.196078431372549,0.0603448275862069,-2.2636607246147915,4,0,4.0
4541.0,764.0,259.0,0.5518796992481203,0.0,0.0,2.3335933136273064,7.727969572384032,1.2367465518195273,0.0484293193717277,0.0078534031413612,0.0890052356020942,0.1138743455497382,0.0549738219895288,0.0287958115183246,0.193717277486911,0.0536649214659685,0.0680628272251308,0.1662303664921466,0.0516431924882629,-2.1457327633554053,5,1,5.0
4397.0,415.0,159.0,0.544973544973545,0.0096385542168674,0.0,2.0864950393491823,7.879301694931063,1.5887983516470408,0.0265060240963855,0.0,0.1060240963855421,0.1373493975903614,0.053012048192771,0.0289156626506024,0.2144578313253012,0.0626506024096385,0.0457831325301204,0.1879518072289156,0.043859649122807,-2.276950723412914,3,0,3.0
4214.0,504.0,162.0,0.5055679287305123,0.0,0.0,2.270563925193516,7.974948915126983,1.2582559584788175,0.0277777777777777,0.0039682539682539,0.0714285714285714,0.1091269841269841,0.0654761904761904,0.0317460317460317,0.2361111111111111,0.0535714285714285,0.0496031746031746,0.1984126984126984,0.0588235294117647,-2.2330525763937743,4,0,4.0
3115.0,420.0,134.0,0.5736040609137056,0.0023809523809523,0.0,2.1879291431459453,8.09574477654097,1.0582849268212573,0.0357142857142857,0.0023809523809523,0.1119047619047619,0.1357142857142857,0.0642857142857142,0.0357142857142857,0.2,0.0595238095238095,0.0642857142857142,0.1642857142857142,0.0760869565217391,-2.0745832571005622,4,0,4.0
4649.0,609.0,217.0,0.5543278084714549,0.0,0.0,2.087086807281181,7.968904290173974,1.038505755376093,0.0377668308702791,0.0098522167487684,0.1034482758620689,0.1231527093596059,0.0673234811165845,0.0246305418719211,0.2003284072249589,0.070607553366174,0.0656814449917898,0.1428571428571428,0.0308641975308642,-2.14271721877816,4,0,4.0
4459.0,566.0,211.0,0.5770750988142292,0.0,0.0,2.1530511755693595,8.07062243910357,0.9575725513553746,0.0335689045936395,0.0123674911660777,0.0759717314487632,0.1113074204946996,0.0636042402826855,0.0159010600706713,0.176678445229682,0.097173144876325,0.0459363957597173,0.2049469964664311,0.0340136054421768,-1.9797251490191627,4,1,4.5
4325.0,663.0,192.0,0.5911330049261084,0.0015082956259426,0.0,1.8987632738637328,7.982774383593353,1.168849105307182,0.0527903469079939,0.004524886877828,0.0663650075414781,0.0980392156862745,0.0422322775263951,0.0346907993966817,0.2111613876319758,0.0769230769230769,0.0739064856711915,0.1945701357466063,0.1052631578947368,-2.160803856528874,4,0,3.5
4524.0,356.0,147.0,0.5297805642633229,0.0056179775280898,0.0,1.833644121427373,7.653065249118239,1.9019134121307253,0.0337078651685393,0.0,0.0617977528089887,0.1179775280898876,0.0337078651685393,0.0280898876404494,0.191011235955056,0.0786516853932584,0.0842696629213483,0.2022471910112359,0.0388349514563106,-2.408038740973573,4,0,3.5
4082.0,456.0,153.0,0.5456674473067916,0.0087719298245614,0.0,2.2830204496721684,7.916763946458716,1.4226694813946223,0.0679824561403508,0.0043859649122807,0.0899122807017543,0.1008771929824561,0.0548245614035087,0.0482456140350877,0.1864035087719298,0.094298245614035,0.0592105263157894,0.1798245614035087,0.091743119266055,-2.1995684314581117,3,0,3.5
3650.0,416.0,177.0,0.5283018867924528,0.0024038461538461,0.0,2.580642597935248,7.860637037072983,1.1688127787291958,0.0360576923076923,0.0072115384615384,0.0841346153846153,0.1129807692307692,0.0432692307692307,0.016826923076923,0.2307692307692308,0.0985576923076923,0.0432692307692307,0.1658653846153846,0.0218978102189781,-2.174847011291489,5,0,4.5
3636.0,633.0,154.0,0.6054421768707483,0.0,0.0,1.7866631751661384,7.853120637957407,1.561224362215262,0.0363349131121642,0.0094786729857819,0.1516587677725118,0.1200631911532385,0.0315955766192733,0.0410742496050552,0.2306477093206951,0.0442338072669826,0.0426540284360189,0.1674565560821485,0.128440366972477,-2.1345152327841523,4,0,4.0
3998.0,349.0,160.0,0.5314465408805031,0.0,0.0,2.2044653181913345,7.955325961900702,1.2439379195994775,0.0458452722063037,0.0,0.1146131805157593,0.0859598853868194,0.0945558739255014,0.0401146131805157,0.1776504297994269,0.0744985673352435,0.0544412607449856,0.1833810888252149,0.0166666666666666,-2.105612207832366,4,0,4.0
3350.0,325.0,135.0,0.5771812080536913,0.003076923076923,0.0,1.777586178235279,8.16047425591729,1.192177549095104,0.0184615384615384,0.003076923076923,0.1046153846153846,0.0984615384615384,0.043076923076923,0.04,0.1661538461538461,0.0984615384615384,0.0738461538461538,0.2061538461538461,0.0444444444444444,-1.9220789087386203,4,0,3.5
3335.0,313.0,119.0,0.5769230769230769,0.0,0.0,2.2004983008997536,8.095706207995638,1.1941176406762286,0.0670926517571885,0.0031948881789137,0.0734824281150159,0.0766773162939297,0.0958466453674121,0.0351437699680511,0.1757188498402556,0.0926517571884984,0.0543130990415335,0.1693290734824281,0.036144578313253,-2.2294277415845984,3,0,3.5
4636.0,298.0,103.0,0.5925925925925926,0.0,0.0,1.9258155239011767,8.315451928745222,0.9122973936134844,0.046979865771812,0.0033557046979865,0.0536912751677852,0.0704697986577181,0.0570469798657718,0.0503355704697986,0.1510067114093959,0.1174496644295302,0.0671140939597315,0.197986577181208,0.0476190476190476,-1.937130046340068,3,0,3.0
4758.0,422.0,175.0,0.5013550135501355,0.0023696682464454,0.0,2.252021106223052,7.888171593431673,1.2354477940245905,0.0379146919431279,0.0118483412322274,0.0805687203791469,0.1090047393364928,0.0687203791469194,0.0355450236966824,0.2227488151658768,0.0663507109004739,0.0450236966824644,0.1492890995260663,0.0217391304347826,-2.2954442543902784,4,0,4.0
3087.0,176.0,98.0,0.4901960784313725,0.0170454545454545,0.0,2.656426577483705,7.996525779396722,1.2621228208872743,0.034090909090909,0.0,0.0227272727272727,0.0795454545454545,0.0,0.0170454545454545,0.6079545454545454,0.0284090909090909,0.0,0.0511363636363636,0.0510204081632653,-2.2815865167478124,2,0,2.0
4306.0,574.0,198.0,0.5674157303370787,0.0,0.0,2.231006009806352,7.725260385112202,1.6348356411541771,0.0505226480836236,0.0,0.0836236933797909,0.1132404181184669,0.0557491289198606,0.0331010452961672,0.181184668989547,0.102787456445993,0.0540069686411149,0.1933797909407665,0.0596026490066225,-2.3664325159398203,4,0,3.5
4485.0,668.0,199.0,0.5383333333333333,0.0029940119760479,0.0,1.801601139727289,7.6785705107265185,1.7319709760333926,0.0508982035928143,0.0044910179640718,0.0628742514970059,0.1077844311377245,0.0449101796407185,0.0209580838323353,0.1931137724550898,0.122754491017964,0.0449101796407185,0.1886227544910179,0.1013513513513513,-2.384039856817024,4,0,3.5
3952.0,197.0,85.0,0.5789473684210527,0.0101522842639593,0.0,1.9146309573247124,7.915102364371092,1.7122625203138917,0.0253807106598984,0.015228426395939,0.0609137055837563,0.0913705583756345,0.0507614213197969,0.0304568527918781,0.1776649746192893,0.1116751269035533,0.0456852791878172,0.1928934010152284,0.0,-2.805316923960118,3,0,2.5
3391.0,608.0,243.0,0.5207547169811321,0.006578947368421,0.0032894736842105,2.266194046735224,7.722026166289568,1.4416781767591882,0.0328947368421052,0.0197368421052631,0.0970394736842105,0.1184210526315789,0.0625,0.0230263157894736,0.2072368421052632,0.0625,0.0526315789473684,0.1710526315789473,0.0203045685279187,-2.285291261636789,4,0,4.0
3792.0,281.0,116.0,0.5254901960784314,0.0,0.0,2.098585232229549,7.894506919299966,1.6379734279380649,0.0355871886120996,0.0,0.0711743772241993,0.092526690391459,0.0676156583629893,0.0249110320284697,0.192170818505338,0.0782918149466192,0.0604982206405694,0.2064056939501779,0.0512820512820512,-2.2349917498752205,3,0,3.0
4024.0,39.0,30.0,0.5641025641025641,0.0,0.0,1.827901222627858,8.332713839238505,1.288823657243087,0.0,0.0,0.1025641025641025,0.1025641025641025,0.0256410256410256,0.0256410256410256,0.2307692307692308,0.0769230769230769,0.1025641025641025,0.2564102564102564,0.0,-2.6614044189453123,1,0,1.0
4612.0,548.0,213.0,0.5022727272727273,0.0018248175182481,0.0,2.515052822999816,7.84944446358698,1.166947663735314,0.0182481751824817,0.052919708029197,0.0930656934306569,0.1332116788321168,0.0474452554744525,0.0200729927007299,0.2317518248175182,0.0492700729927007,0.0218978102189781,0.1642335766423357,0.0240963855421686,-2.139661541475784,4,1,4.5
3142.0,512.0,187.0,0.5468085106382978,0.0,0.0,2.028195325618125,8.080316629830127,0.9194865716930648,0.0546875,0.0,0.0625,0.103515625,0.056640625,0.01953125,0.1640625,0.109375,0.10546875,0.189453125,0.0518518518518518,-2.1043910226280724,4,0,4.0
4645.0,339.0,153.0,0.5445544554455446,0.0,0.0,2.167555663074776,8.024300871987258,1.17743634602502,0.0501474926253687,0.0029498525073746,0.0648967551622418,0.1179941002949852,0.0530973451327433,0.0265486725663716,0.2064896755162241,0.0530973451327433,0.0766961651917404,0.1769911504424778,0.0176991150442477,-2.038213737949853,4,0,4.0
4054.0,273.0,127.0,0.5889830508474576,0.0036630036630036,0.0,2.110475779282538,8.147853428287847,1.2665223906783916,0.0366300366300366,0.0109890109890109,0.1062271062271062,0.0915750915750915,0.0512820512820512,0.0219780219780219,0.1868131868131868,0.1062271062271062,0.0586080586080586,0.1758241758241758,0.0253164556962025,-2.198558790479922,2,0,2.5
4155.0,232.0,115.0,0.4748858447488584,0.0,0.0,2.253034853610476,7.567572405803182,2.150089689934392,0.0689655172413793,0.0086206896551724,0.0560344827586206,0.0905172413793103,0.0560344827586206,0.0344827586206896,0.2241379310344828,0.0818965517241379,0.0775862068965517,0.1982758620689655,0.0625,-2.53336092690913,3,0,3.0
3687.0,614.0,193.0,0.5089108910891089,0.004885993485342,0.003257328990228,2.1149682913565817,7.833054670849347,1.386683713789767,0.0309446254071661,0.021172638436482,0.0504885993485342,0.0684039087947882,0.0570032573289902,0.0293159609120521,0.1726384364820846,0.0960912052117264,0.0765472312703583,0.2149837133550488,0.0753424657534246,-2.115495158333478,3,0,3.5
4682.0,328.0,148.0,0.5445205479452054,0.0,0.0,2.341394051085431,8.070533360311178,1.059112811638814,0.0304878048780487,0.0030487804878048,0.1036585365853658,0.1006097560975609,0.0701219512195122,0.0304878048780487,0.198170731707317,0.0365853658536585,0.048780487804878,0.1829268292682926,0.019047619047619,-2.1678922179662217,3,0,3.0
3821.0,344.0,145.0,0.557632398753894,0.0,0.0,2.3086487364191544,7.947083412784593,1.2539442676858543,0.0261627906976744,0.0,0.1017441860465116,0.1191860465116279,0.0843023255813953,0.0116279069767441,0.2005813953488372,0.0465116279069767,0.063953488372093,0.2093023255813953,0.0294117647058823,-2.2985476915234293,3,0,3.0
4254.0,1028.0,301.0,0.5568421052631579,0.0,0.0,2.106905675047107,7.79003283660841,1.188305270167194,0.0428015564202334,0.0077821011673151,0.0914396887159533,0.0992217898832684,0.0632295719844358,0.046692607003891,0.2042801556420233,0.0573929961089494,0.0651750972762646,0.193579766536965,0.0504201680672268,-2.151704933339321,4,0,4.0
4131.0,483.0,205.0,0.5157384987893463,0.0082815734989648,0.0062111801242236,2.09581753709667,7.621236669753157,1.7054589157523756,0.05175983436853,0.0248447204968944,0.0973084886128364,0.0890269151138716,0.0786749482401656,0.0186335403726708,0.2360248447204969,0.05175983436853,0.0600414078674948,0.144927536231884,0.006060606060606,-2.4912943480821936,3,0,3.0
3832.0,498.0,164.0,0.5659955257270693,0.002008032128514,0.0,1.768487152116429,7.788280738227898,1.6865565751117382,0.0261044176706827,0.0080321285140562,0.108433734939759,0.1064257028112449,0.0200803212851405,0.0301204819277108,0.2188755020080321,0.0783132530120482,0.0562248995983935,0.1827309236947791,0.059322033898305,-2.2960421086240657,4,0,4.0
3651.0,453.0,133.0,0.529126213592233,0.0,0.0,2.300769879796228,8.040311529328728,1.2144541188646012,0.0220750551876379,0.0088300220750551,0.1214128035320088,0.1147902869757174,0.0640176600441501,0.0573951434878587,0.2097130242825607,0.0397350993377483,0.0662251655629139,0.1721854304635761,0.1276595744680851,-2.2964253342527186,4,0,4.0
4269.0,235.0,109.0,0.5270935960591133,0.0042553191489361,0.0,2.1142361312528326,8.176698074692995,1.0460408380567232,0.0382978723404255,0.0042553191489361,0.0723404255319148,0.1063829787234042,0.0382978723404255,0.0382978723404255,0.1744680851063829,0.0723404255319148,0.1063829787234042,0.1787234042553191,0.0259740259740259,-2.016147333928816,3,0,3.0
3667.0,340.0,139.0,0.5467128027681661,0.0088235294117647,0.0,1.931254673813564,8.08904687191313,1.1672574051744942,0.0235294117647058,0.0323529411764705,0.0764705882352941,0.1,0.0323529411764705,0.0176470588235294,0.1823529411764704,0.0970588235294117,0.0852941176470588,0.1941176470588236,0.0444444444444444,-2.240457092914141,3,0,2.5
4208.0,687.0,337.0,0.4593698175787728,0.0,0.0,2.8466417545132385,7.47529107106667,1.3471249921852375,0.0305676855895196,0.0203784570596797,0.1077147016011644,0.1455604075691411,0.0727802037845705,0.007278020378457,0.2532751091703057,0.049490538573508,0.0465793304221251,0.1339155749636099,0.0106382978723404,-2.5354787317071543,5,1,5.0
3127.0,458.0,160.0,0.5364077669902912,0.0021834061135371,0.0,2.2341952846790285,7.792195362169732,1.6045524865009593,0.019650655021834,0.0021834061135371,0.0873362445414847,0.1331877729257642,0.0655021834061135,0.0327510917030567,0.1943231441048035,0.0851528384279476,0.0676855895196506,0.1550218340611353,0.0672268907563025,-2.1878913038626617,3,0,3.0
3079.0,475.0,139.0,0.5953488372093023,0.0147368421052631,0.0,1.8136910961086616,8.186830778486133,1.0298780753083476,0.0336842105263157,0.0042105263157894,0.0842105263157894,0.0821052631578947,0.0421052631578947,0.0378947368421052,0.151578947368421,0.0947368421052631,0.0694736842105263,0.1873684210526316,0.0869565217391304,-1.937329873337324,3,0,3.0
3776.0,489.0,181.0,0.5440180586907449,0.0,0.0,2.1019741019029468,7.868250947511803,1.5809109617560342,0.049079754601227,0.0,0.081799591002045,0.1022494887525562,0.049079754601227,0.0184049079754601,0.1717791411042944,0.1022494887525562,0.0879345603271983,0.2004089979550102,0.0223880597014925,-2.1761816316372635,3,0,3.5
3897.0,341.0,125.0,0.6137071651090342,0.002932551319648,0.0,1.943435915729804,8.192429542274217,1.3686053549639592,0.0175953079178885,0.0,0.1378299120234604,0.1554252199413489,0.0439882697947214,0.0381231671554252,0.1906158357771261,0.0762463343108504,0.0615835777126099,0.1700879765395894,0.074074074074074,-1.9651006274183784,4,0,4.0
3683.0,516.0,144.0,0.5490605427974948,0.001937984496124,0.0,1.8954227229093747,8.002918827495991,1.1489023419604871,0.0348837209302325,0.001937984496124,0.0794573643410852,0.0755813953488372,0.0465116279069767,0.0406976744186046,0.1937984496124031,0.0852713178294573,0.0562015503875969,0.2015503875968992,0.0891089108910891,-2.1519399847406264,4,0,4.0
4027.0,267.0,98.0,0.463519313304721,0.0,0.0,1.9010017320692687,7.945396571968198,1.5736692581869975,0.0337078651685393,0.0,0.0786516853932584,0.097378277153558,0.0561797752808988,0.0112359550561797,0.2209737827715356,0.0711610486891385,0.0674157303370786,0.2022471910112359,0.0909090909090909,-2.3680040330830243,3,0,3.5
4662.0,415.0,175.0,0.4934383202099738,0.0024096385542168,0.0,2.1874589552868127,7.956564562721852,1.0917631043478069,0.0457831325301204,0.0048192771084337,0.0819277108433735,0.144578313253012,0.072289156626506,0.0240963855421686,0.2144578313253012,0.0554216867469879,0.053012048192771,0.1855421686746988,0.0,-2.194486210936472,4,0,3.5
4628.0,137.0,67.0,0.5294117647058824,0.0145985401459854,0.0,2.586679659096031,8.187911701162383,1.264350929001707,0.0072992700729927,0.0072992700729927,0.0583941605839416,0.0948905109489051,0.0437956204379562,0.0510948905109489,0.1970802919708029,0.0802919708029197,0.0656934306569343,0.2043795620437956,0.0,-2.303329984007398,3,0,3.0
3339.0,505.0,184.0,0.6013071895424836,0.0039603960396039,0.0,2.1113797716053537,7.902318522996513,1.4287021317310773,0.0336633663366336,0.0039603960396039,0.1029702970297029,0.1108910891089108,0.0514851485148514,0.0118811881188118,0.1801980198019802,0.0772277227722772,0.0693069306930693,0.192079207920792,0.0305343511450381,-2.0314533724358084,4,0,4.0
4429.0,634.0,213.0,0.5507745266781411,0.0031545741324921,0.0,2.102957516522478,7.910795148097716,1.242614550552508,0.0488958990536277,0.0031545741324921,0.0694006309148265,0.0962145110410094,0.0583596214511041,0.0252365930599369,0.1514195583596214,0.0914826498422713,0.0804416403785489,0.2082018927444795,0.0424242424242424,-2.0234597573228026,4,0,4.0
3969.0,499.0,173.0,0.5793103448275863,0.0080160320641282,0.002004008016032,2.0956087817004443,7.770766149468688,1.6200027900124605,0.0480961923847695,0.0260521042084168,0.1282565130260521,0.0841683366733467,0.0400801603206412,0.0360721442885771,0.2144288577154308,0.0480961923847695,0.0480961923847695,0.1843687374749499,0.0542635658914728,-2.449563224747118,4,0,3.5
4390.0,367.0,161.0,0.5,0.0,0.0,2.1186686206784167,7.864040017168365,1.2294815856181052,0.0354223433242506,0.0027247956403269,0.0817438692098092,0.0762942779291553,0.0544959128065395,0.0435967302452316,0.1525885558583106,0.0899182561307901,0.0762942779291553,0.2479564032697548,0.0416666666666666,-2.3629158295811834,4,0,4.0
